id_hd,id_casi,x,y,creator,title,repType,keywordsall,Xnorm,L5
metadc57649,19930084224,297.4328097074219,201.5561941785228,"Horne, Walter B.","Low speed yawed-rolling and some other elastic characteristics of two 56-inch-diameter, 24-ply-rating aircraft tires",TN,aircraft tires aircraft drag,32.0,4.1.2.2.1
metadc57650,19930085382,562.3909322033952,424.2500535634108,"Pasamanick, Jerome",The Effect of Boundary-Layer Control by Suction and of Several High-Lift Devices on the Aerodynamic Characteristics in Yaw of a 47.5 Degree Sweptback,RM,aerodynamics aircraft design boundary-layer control,65.0 65.0 65.0 65.0 51.0 54.0,1.2.2.2 1.2.2.3.2 1.2.2.4.1 1.2.2.8 1.7.1.1.1 1.8.1.1
metadc57651,19930085383,588.3701349740606,407.097375597189,"Ilk, Richard J.",The Effectiveness at High Speeds of a 10-Percent-Chord Plain Trailing-Edge Flap on the NACA 65-210 Airfoil Section,RM,airfoils aircraft flaps trailing-edge flaps,64.0 64.0 64.0,1.2.1.4.1 1.2.1.5.1 1.2.1.8
metadc57652,19930084225,996.2181146342855,166.16173439195774,"Parkinson, John B.",NACA model investigations of seaplanes in waves,TN,rough-water characteristics seaplanes,108.0 108.0 108.0 108.0,2.2 2.3.1 2.3.2 2.3.5
metadc57653,19930085384,530.3231258707365,408.57830368897055,"Sandahl, Carl A.",Free-Flight Investigation at Transonic and Supersonic Speeds of the Rolling Effectiveness of a 42.7 Degree Sweptback Wing Having Partial-Span Ailerons,RM,rolling effectiveness sweptback wings ailerons,65.0 65.0 41.0,1.2.2.4.1 1.2.2.6 1.8.2.2
metadc57654,19930084226,561.9289347630014,100.024951729689,"Syvertson, Clarence A.",A Second-Order Shock-Expansion Method Applicable to Bodies of Revolution Near Zero Lift,TN,shock-expansion methods pressure distributions,57.0 57.0 67.0 67.0 68.0 68.0 54.0 54.0,1.1.2.3 1.1.2.3 1.3.1 1.3.1 1.3.2.1 1.3.2.1 1.8.1.1.1 1.8.1.1.1
metadc57656,19930084227,866.2738755106052,177.01788754651434,"North, Warren J.",Summary evaluation of toothed-nozzle attachments as a jet-noise-suppression device,TN,aircraft nozzles toothed attachments,73.0 92.0 93.0 106.0 106.0,1.4.3 3 3.1.3 7 7.4
metadc57657,19930084228,541.3653903544061,151.90466951169537,"Turner, Thomas R.",Effects of sweep on the maximum-lift characteristics of four aspect-ratio-4 wings at transonic speeds,TN,lift characteristics aerodynamics,65.0 65.0 54.0 52.0,1.2.2.2.3 1.2.2.6 1.8.1.1.1 1.8.4
metadc57658,19930085386,617.3089585750499,390.01803212445867,"Crane, Harold L.",Qualitative Measurements of Relative Flap Effectiveness at Transonic Speeds on a Series of Five Thin Airfoils With 25-Percent-Chord Flaps and Various Amounts of Sweepback,RM,aircraft flaps airfoils aerodynamics,65.0 65.0 65.0,1.2.2.4.1 1.2.2.5 1.2.2.6
metadc57659,19930085387,756.0602662756523,418.4033604764508,"Solomon, William",Aerodynamic characteristics at high speeds of a two-blade NACA 10-(3)(062)-045 propeller and of a two-blade NACA 10-(3)(08)-045 propeller,RM,investigations propellers,83.0 81.0,1.5 1.5.2.1
metadc57660,19930085390,795.1202031114485,396.421721321553,"Faget, M. A.",Flight Tests of a Two-Dimensional Wedge Diffuser at Transonic and Supersonic Speeds,RM,wedge diffusers aircraft control ducted-airfoil ram jets,80.0 93.0,1.4.2.1 3.1.7
metadc57661,19930084229,465.50333209558113,122.5774842651517,"Spreiter, John R.",A theoretical study of the aerodynamics of slender cruciform-wing arrangements and their wakes,TN,aircraft wings aerodynamics,65.0 65.0 65.0 65.0 40.0 40.0 32.0 32.0,1.2.2.1 1.2.2.1 1.2.2.7 1.2.2.7 1.7.2.1.1 1.7.2.1.1 4.1.1.1 4.1.1.1
metadc57663,19930084230,836.3125431441246,150.2327391561125,"Huppert, Merle C.",Approximate method for determining equilibrium operation of compressor component of turbojet engine,TN,aircraft compressors turbojet engines,93.0 90.0 90.0,3.1.3 3.6.1 3.6.1.1
metadc57664,19930085392,849.0047527245716,399.2849605103824,"Kinghorn, George F.",Free-flight investigation of 16-inch diameter supersonic ram-jet unit,RM,ramjet engines aircraft power,93.0,3.1.7
metadc57665,19930085393,950.0580033062706,412.52975313697067,"Haddock, Gordon W.",Preliminary investigation of combustion in flowing gas with various turbulence promoters,RM,aircraft combustion aircraft turbulence,103.0 103.0 103.0,3.5.1.2 3.5.2 3.5.2.3
metadc57666,19930085394,492.83852469697604,400.4058712860988,"Sandahl, Carl A.",Free-Flight Investigation at Transonic and Supersonic Speeds of a Wing-Aileron Configuration Simulating the D-558-2 Airplane,RM,rolling effectiveness D-558-2 aircraft wings,65.0 65.0 51.0 41.0,1.2.2.4.1 1.2.2.6 1.7.1.2 1.8.2.2
metadc57667,19930084231,565.979861361238,157.37798842573068,"Polhamus, Edward C.",Summary of Results Obtained by Transonic-Bump Method on Effects of Plan Form and Thickness on Lift and Drag Characteristics of Wings at Transonic Speeds,TN,aircraft wings lift characteristics drag characteristics,57.0 65.0 65.0 65.0 65.0 51.0,1.1.2 1.2.2.2.1 1.2.2.2.2 1.2.2.2.3 1.2.2.6 1.7.1.1.1
metadc57668,19930084232,598.2239213897705,165.06601906833455,"Nelson, Warren H.","The transonic characteristics of 36 symmetrical wings of varying taper, aspect ratio, and thickness as determined by the transonic-bump technique",TN,aerodynamics aircraft wings,65.0 65.0 65.0 65.0,1.2.2.2.1 1.2.2.2.2 1.2.2.2.4 1.2.2.6
metadc57669,19930085396,601.5755820606832,394.7724151218284,"Wollner, Bertram C.","Charts for Determining Preliminary Values of Span-Load, Shear, Bending-Moment, and Accumulated-Torque Distributions of Swept Wings of Various Taper Ratios",RM,charts aerodynamics taper ratios,65.0 65.0,1.2.2.2.2 1.2.2.2.4
metadc57670,19930085400,449.0725450984689,299.6202834887407,"Faget, Maxime A.",Free-Jet Tests of a 6.5-Inch-Diameter Ram-Jet Engine at Mach Numbers 1.81 and 2.00,RM,ramjet engines aircraft engines aircraft power,93.0 91.0 11.0 8.0,3.1.7 3.12.3 9.1.4 9.2.5
metadc57671,19930084233,791.3802170055243,150.55976473826743,"Ramsen, John A.",Hydrodynamic tares and interference effects for a 12-percent-thick surface-piercing strut and an aspect-ratio-0.25 lifting surface,TN,hydrodynamics lift characteristics,64.0 64.0 108.0 108.0,1.2.1.3 1.2.1.7 2 2.7
metadc57672,19930085401,729.0770052410489,373.19980934050125,"Johnsen, Irving A.",Performance of 24-inch supersonic axial-flow compressor in air 2: performance of compressor rotor at equivalent tip speeds from 800 to 1765 feet per second,RM,axial-flow compressors aircraft rotors,57.0 80.0 90.0 90.0,1.1.2.3 1.4.2.1 3.6.1 3.6.1.1
metadc57673,19930085402,526.6260931820266,423.11370271272483,"Rose, Leonard M.",Low-Speed Investigation of a Small Triangular Wing of Aspect Ratio 2.0 3: Static Stability With Twin Vertical Fins,RM,triangular wings twin vertical fins,65.0 54.0 54.0 54.0,1.2.2.2.3 1.8.1.1.1 1.8.1.1.2 1.8.1.1.3
metadc57674,19930084234,477.35334573110606,132.62023677934172,"Jones, Robert T.",Minimum wave drag for arbitrary arrangements of wings and bodies,TN,aircraft design wave interference,57.0 57.0 51.0 51.0 51.0 51.0,1.1.2.3 1.1.2.3 1.7.1.1.1 1.7.1.1.1 1.7.1.3 1.7.1.3
metadc57675,19930084235,438.08771826746187,154.48739008653132,"Martin, John C.",Aerodynamics of a rectangular wing of infinite aspect ratio at high angles of attack and supersonic speeds,TN,rectangular wings supersonic speeds,57.0 65.0 54.0 32.0 32.0,1.1.2.3 1.2.2.1 1.8.1.2.3 4.1.1.1.1 4.1.1.1.2
metadc57676,19930084236,393.1996974109743,172.75489841944156,"Reisert, Thomas D.",Gust-tunnel investigation of the effect of a sharp-edge gust on the flapwise blade bending moments of a model helicopter rotor,TN,gust data bending moments aircraft rotors,70.0 39.0 32.0 30.0,1.6.2 1.7.3.2 4.1.1.4 4.2.5
metadc57677,19930085403,852.5779647983238,404.10492377537247,"Gendler, Stanley L.",Investigation of the I-40 jet-propulsion engine in the Cleveland altitude wind tunnel 1: performance and windmilling drag characteristics,RM,aircraft performance drag characteristics,93.0,3.1.3
metadc57678,19930084237,688.1609290926956,150.69260771095233,"Scher, Stanley H.",Pilot's loss of orientation in inverted spins,TN,spinning characteristics aircraft pilots pilot orientation,43.0 106.0,1.8.3 7.7
metadc57679,19930085404,916.646486054722,397.9438591092716,"Kottas, Harry","Investigation of High-Temperature Operation of Liquid-Cooled Gas Turbines 1: Turbine Wheel of Aluminum Alloy, a High-Conductivity Nonstrategic Material",RM,aircraft turbines liquid cooling,98.0 100.0 101.0,3.7.2 3.9 3.10.2
metadc57682,19930084238,224.87965030008843,166.1923191524226,"Rhines, F. N.",Grain-Boundary Behavior in Creep of Aluminum Bicrystals,TN,grain-boundary behavior creep testing aluminum bicrystals,20.0 26.0 26.0 26.0,5.1.1 5.2.1 5.2.9 5.2.13
metadc57683,19930084239,611.0406070344687,173.82395967089292,"Goin, Kennith L.",Theoretical Analyses to Determine Unbalanced Trailing-Edge Controls Having Minimum Hinge Moments Due to Deflection at Supersonic Speeds,TN,trailing-edge controls aircraft controls aircraft wings,65.0 65.0,1.2.2.3.1 1.2.2.4.1
metadc57684,19930085408,713.6361470045274,416.00816253077346,"Callaghan, Edmund E.",Experimental investigation of hot-gas bleedback for ice protection of turbojet engines 1: nacelle with offset air inlet,RM,ice prevention hot-gas blowback systems,58.0 59.0 72.0 93.0 106.0,1.1.3.3 1.1.4.3 1.4.1 3.1.3 7.3.6
metadc57685,19930085410,576.3939700288026,403.8950139062116,"Pasamanick, Jerome",The Effect of Boundary-Layer Control by Suction and Several High-Lift Devices on the Longitudinal Aerodynamic Characteristics of a 47.5 Degree Sweptback Wing-Fuselage Combination,RM,aerodynamics aircraft design boundary-layer control,65.0 65.0 65.0 51.0 54.0,1.2.2.3 1.2.2.5 1.2.2.8 1.7.1.1.1 1.8.1.1.1
metadc57686,19930085411,831.2185782007167,418.09296085836473,"Goldstein, Arthur W.",Design and Performance of Experimental Axial-Discharge Mixed-Flow Compressor 1: Impeller Design Theory,RM,mixed-flow compressors aircraft engines,90.0,3.6.1.3
metadc57687,19930084240,531.6182670375015,139.93793810012392,"Thomas, David F., Jr.",Low-speed static lateral and rolling stability characteristics of a series of configuration composed of intersecting triangular plan-form surfaces,TN,triangular surfaces rolling characteristics,65.0 54.0 54.0 54.0 54.0,1.2.2.2.7 1.8.1.1.2 1.8.1.1.3 1.8.1.2.2 1.8.1.2.3
metadc57688,19930084241,643.5284400402903,168.19894133332616,"Kurbjun, Max C.",Noise survey of a 10-foot four-blade turbine-driven propeller under static conditions,TN,aircraft propellers noise survey,93.0 106.0 11.0,3.1.4 7.4 9.1.4
metadc57689,19930085412,830.9441741087038,412.09879598531273,"Gold, Harold",Gas-turbine-engine operation with variable-area fuel nozzles,RM,gas turbine engines fuel nozzles,91.0,3.12.1.5
metadc57690,19930085414,480.99270785068137,399.7566740952918,"Polhamus, Edward C.",Preliminary Correlation of the Effect of Compressibility on the Location of the Section Aerodynamic Center at Subcritical Speeds,RM,airfoils compressibility effects,64.0 64.0 54.0 32.0,1.2.1.2.2 1.2.1.8 1.8.1.1.1 4.1.1.2.1
metadc57691,19930084243,500.8670736409262,159.96499160481625,"Michael, William H., Jr.",Flow studies on flat-plate delta wings at supersonic speed,TN,delta wings aerodynamics,57.0 65.0 65.0 32.0,1.1.2.3 1.2.2.2.2 1.2.2.7 4.1.1.1.1
metadc57692,19930084244,975.0751759234083,172.3131638260833,"Franken, Peter A.",A Theoretical Analysis of the Field of Random Noise Source Above an Infinite Plane,TN,sound fields plane boundaries,106.0,7.4
metadc57693,19930085415,565.4679341383143,400.1287063663515,"Meyer, André J., Jr.",Vibration Survey of NACA 24-Inch Supersonic Axial-Flow Compressor,RM,blade vibrations aircraft blades vibrational stress,90.0 30.0,3.6.2 4.2.4
metadc57694,19930085416,828.1385642479614,395.5294585794445,"Wilcox, Ward W.",Design and performance of experimental axial-discharge mixed-flow compressor 2: performance of impeller,RM,aircraft compressors axial-discharge mixed-flow compressors,90.0,3.6.1.3
metadc57695,19930085417,377.18465796756965,391.4518376807857,"Cooney, T. V.",A Comparison of Flight Measurements With Calculations of the Loss in Rolling Effectiveness Due to Wing Twist,RM,wing twist rolling effectiveness aircraft control,41.0,1.8.2.2
metadc57696,19930084245,236.53545440309074,172.5253075534706,"Land, Norman S.",Method of controlling stiffness properties of a solid-construction model wing,TN,aircraft wings wing stiffness,50.0 32.0 30.0 28.0 8.0 8.0,1.9 4.1.1.5 4.2 4.3.3.1 9.2.2 9.2.4
metadc57697,19930084246,350.24865366006526,124.90093535709806,"Mace, William D.",Instrumentation for Measurements of Free-Space Sound Pressures in the Immediate Vicinity of a Propeller in Flight,TN,measuring tools sound pressures,106.0 5.0 4.0,7.4 8 8.1
metadc57698,19930084247,597.6035464642872,170.88570412364302,"Dunning, Robert W.",Effects of sweep and angle of attack on boundary-layer transition on wings at Mach number 4.04,TN,aircraft wings boundary layer conditions,64.0 64.0 64.0 65.0,1.2.1.6.1 1.2.1.7 1.2.1.8 1.2.2.2.3
metadc57699,19930084248,388.82628179962325,156.1047123228476,"Reese, James R.","Effective Moment of Inertia of Fluid in Offset, Inclined, and Swept-Wing Tanks Undergoing Pitching Oscillations",TN,fuel tanks fluid properties,51.0 46.0 30.0,1.7.1.1.5 1.8.6 4.2.3
metadc57700,19930085418,653.6272332216911,398.9972821466186,"Brajnikoff, George B.",Pressure Recovery at Supersonic Speeds Through Annular Duct Inlets Situated in a Region of Appreciable Boundary Layer 2: Effect of an Oblique Shock Wave Immediately Ahead of the Inlet,RM,pressure recovery shock waves aircraft ducts,71.0 72.0,1.3.4.3 1.4.1.4.1
metadc57701,19930084249,876.3723806408537,110.75833441047196,"Rossing, Thomas D.",Heat Capacity Lag of Gaseous Mixtures,TN,relaxation times heavy gases,88.0 102.0,1.1 3.11
metadc57702,19930085421,523.5175553190707,427.9615455582117,"Lange, Roy H.",Effect of leading-edge high-lift devices and split flaps on the maximum-lift and lateral characteristics of a rectangular wing of aspect ratio 3.4 with circular-arc airfoil sections at Reynolds numbers from 2.9 x 10(exp 6)  to 8.4 x 10(exp 6),RM,aircraft flaps aerodynamics aircraft control,65.0 65.0 54.0 54.0 54.0,1.2.2.2.1 1.2.2.5 1.8.1.1.1 1.8.1.1.2 1.8.1.1.3
metadc57703,19930084250,551.6245903702088,163.9471117695989,"Hammack, Jerome B.",Flight Investigation of the Surface-Pressure Distribution and the Flow Field Around a Conical and Two Spherical Nonrotating Full-Scale Propeller Spinners,TN,pressure distributions flow fields aircraft propellers,57.0 57.0 57.0 58.0 68.0,1.1.2.1 1.1.2.2 1.1.2.3 1.1.3.2 1.3.2.4
metadc57706,19930085426,517.9763300331854,418.2287714562686,"Sandahl, Carl A.",Free-Flight Investigation of the Rolling Effectiveness of Several Delta Wing - Aileron Configurations at Transonic and Supersonic Speeds,RM,ailerons wing-aileron configurations rolling effectiveness,65.0 65.0 54.0 41.0,1.2.2.4 1.2.2.6 1.8.1.2.3 1.8.2.2
metadc57707,19930084251,179.2422121694357,152.0113115293154,"Johnson, Aldie E., Jr.",Rapid Radiant-Heating Tests of Multiweb Beams,TN,box beams heating effects thermodynamics,28.0 11.0,4.3.4.1 9.1.7
metadc57708,19930084252,573.4973667743707,164.25739730818432,"Daley, Bernard N.",Aerodynamic characteristics of several 6-percent-thick airfoils at angles of attack from 0 degrees to 20 degrees at high subsonic speeds,TN,airfoils pressure distributions,57.0 57.0 64.0 64.0,1.1.2.1 1.1.2.2 1.2.1.2.3 1.2.1.8
metadc57709,19930084253,386.0801460805403,161.43874735826822,"Copp, Martin R.","An analysis of acceleration, airspeed, and gust-velocity data from one type of four-engine transport airplane operated over two domestic routes",TN,flights transport airplanes,32.0 32.0 1.0 106.0,4.1.1.1.2 4.1.1.1.3 6.1.2 7
metadc57710,19930084254,605.3414874522737,151.1905047308256,"Morris, Garland J.",A limited investigation of the effect of three vortex-generator configuration on the effectiveness of a plain flap on an unswept wing,TN,vortex generators aircraft flaps,65.0 65.0,1.2.2.3 1.2.2.3.1
metadc57711,19930085428,982.026391536374,399.763968637112,"Ruggeri, Robert S.",Investigation of the aerodynamic and icing characteristics of a recessed fuel cell vent assembly 3: NACA flush-inlet-type vent,RM,aircraft deicing fuel cell vent installations,106.0,7.3.5
metadc57713,19930084255,594.3838984705533,155.62738544234708,"Morduchow, Morris",Laminar Separation Over a Transpiration-Cooled Surface in Compressible Flow,TN,laminar separation compressible flow,57.0 57.0 58.0 59.0 98.0,1.1.2.1 1.1.2.3 1.1.3.1 1.1.4.2 3.7.2
metadc57714,19930084256,529.6631544405724,149.91284836649712,"Whitten, James B.","Helicopter instrument flight and precision maneuvers as affected by changes in damping in roll, pitch, and yaw",TN,helicopters flying qualities aircraft damping,39.0 36.0 45.0 106.0,1.7.3.2 1.8 1.8.5 7
metadc57715,19930084257,315.7867723136773,182.64068434761063,"Crim, Almer D.",Gust Experience of a Helicopter and an Airplane in Formation Flight,TN,gust data helicopters formation flight,39.0 32.0 32.0,1.7.3.2 4.1.1.1.3 4.1.1.4
metadc57716,19930084258,427.4243048654361,154.10013073723937,"Tolefson, H. B.",Summary of derived gust velocities obtained from measurements within thunderstorms,TN,gust data thunderstorms,32.0 32.0 1.0 1.0 106.0 106.0,4.1.1.1.3 4.1.1.1.3 6.1.2 6.1.2 7 7
metadc57717,19930084259,532.1893951342928,113.30149926593668,"Heaslet, Max A.",Particular Solutions for Flows at Mach Number 1,TN,small-disturbance equations flow characteristics,57.0 57.0 57.0,1.1.2.1 1.1.2.2 1.1.2.3
metadc57718,19930085430,444.13770905044936,401.5200077162484,"Curfman, Howard J., Jr.","Theoretical analysis of the motions of an aircraft stabilized in roll by a displacement-response, flicker-type automatic pilot",RM,rolling motions aircraft stability automatic pilots,54.0 54.0 54.0 41.0 41.0,1.8.1.2 1.8.1.2.2 1.8.1.2.3 1.8.2.2 1.8.2.6
metadc57719,19930085431,531.7340078100466,389.7094859866687,"Kolbe, Carl D.",Tests of a triangular wing of aspect ratio 2 in the Ames 12-foot pressure wind tunnel III : the effectiveness and hinge moments of a skewed wing-tip flap,RM,triangular wings aircraft flaps skewed wing-tip flaps,65.0 65.0 65.0 54.0 41.0,1.2.2.3.1 1.2.2.4.1 1.2.2.6 1.8.1.1.1 1.8.2.5
metadc57720,19930085432,620.8687681847164,419.466770035084,"Johnson, Ben H., Jr.",Investigation of a Thin Wing of Aspect Ratio 4 in the Ames 12-Foot Pressure Wind Tunnel. 2: The Effect of Constant-Chord Leading- and Trailing-Edge Flaps on the Low-Speed Characteristics of the Wing,RM,aircraft flaps aircraft wings,65.0 65.0,1.2.2.3.1 1.2.2.3.3
metadc57721,19930084260,535.5137403784104,150.86625202679616,"Diederich, Franklin W.",Calculated spanwise lift distributions and aerodynamic influence coefficients for swept wings in subsonic flow,TN,spanwise lift distributions aircraft wings,65.0 65.0 65.0 65.0 32.0,1.2.2.2.2 1.2.2.2.3 1.2.2.2.4 1.2.2.4.1 4.1.1.1
metadc57722,19930084261,617.5225661106115,153.73443106059872,"Trant, James P., Jr.",Preliminary investigation of a stick shaker as a lift-margin indicator,TN,stick shakers stall-warning devices aircraft pilots,52.0 106.0 106.0 4.0,1.8.4 7.1 7.7 8.1
metadc57723,19930084262,899.4215218427587,126.01726224670941,"Mecklenborg, Kenneth T.",Spontaneous Ignition Studies Relating to Lubricants of Reduced Flammability,TN,chemical properties aircraft fuels,99.0 99.0,3.8.1.2 3.8.5
metadc57724,19930084263,333.1819534586562,158.72307829490106,"Woolston, Donald S.",Some effects of system nonlinearities in the problem of aircraft flutter,TN,flutter characteristics nonlinear structural terms,50.0 30.0 30.0,1.9 4.2.1 4.2.2.1
metadc57725,19930084264,327.7585223172625,161.28887886437616,"Bird, John D.",Some calculations of the lateral response of two airplanes to atmospheric turbulence with relation to the lateral snaking problem,TN,aircraft turbulence aircraft oscillations,54.0 52.0 1.0,1.8.1.2.2 1.8.4 6.1.2.3
metadc57726,19930084265,616.9775007441757,141.13937150996688,"Allen, Hubert W.",Visualization study of secondary flows in turbine rotor tip regions,TN,visualization studies turbine rotors,57.0 58.0 84.0 98.0 98.0 8.0,1.1.2.1 1.1.3 1.4.7.1 3.7.1 3.7.1.1 9.2.2
metadc57727,19930085433,845.6040947990355,394.3427264640709,"Gold, Harold",A fuel-distribution control for gas-turbine engines,RM,aircraft fuel discharge nozzles,91.0,3.12.1.5
metadc57728,19930085435,448.8891994162852,405.0709209265545,"Spooner, Stanley H.",Low-speed pressure distributions over the drooped-nose flap of a 42 degrees sweptback wing with circular-arc airfoil sections at a Reynolds number of 5.3 x 10(exp 6),RM,sweptback wings aircraft control,65.0 52.0 32.0,1.2.2.3.1 1.8.4 4.1.1.1.1
metadc57729,19930084266,434.3915890445371,143.5693920363218,"Fisher, Lewis R.",Effect of lag of sidewash on the vertical-tail contribution to oscillatory damping in yaw of airplane models,TN,aircraft oscillations lateral damping sidewash,54.0 54.0 54.0 32.0,1.8.1.1.3 1.8.1.2.2 1.8.1.2.3 4.1.1.2.2
metadc57731,19930084267,993.018537523242,171.2373919885699,"Kapryan, Walter J.",Hydrodynamic Pressure Distributions Obtained During a Planing Investigation of Five Related Prismatic Surfaces,TN,prismatic surfaces flat-plate center line pressures pressure distributions,108.0 108.0 108.0 108.0 108.0 108.0 108.0,2.1 2.1 2.2 2.3.1 2.3.2 2.3.6 2.6
metadc57732,19930085437,532.5501510328728,423.18027469880053,"Reynolds, Robert M.",Aerodynamic study of a wing-fuselage combination employing a wing swept back 63 degrees: Subsonic Mach and Reynolds number effects on the characteristics of the wing and on the effectiveness of an elevon,RM,aircraft elevons aircraft control aircraft wings,65.0 65.0 65.0 65.0 54.0 41.0,1.2.2.2.3 1.2.2.4.1 1.2.2.5 1.2.2.6 1.8.1.1.1 1.8.2.1
metadc57734,19930084268,200.89687810619802,165.54738087816978,"Press, Harry",A reevaluation of gust-load statistics for applications in spectral calculations,TN,atmospheric turbulence gust statistics,32.0 32.0 32.0 28.0 28.0 1.0 1.0,4.1.1.1.3 4.1.1.1.3 4.1.1.2.3 4.3.7.7 4.3.7.7.1 6.1.2 6.1.2.3
metadc57735,19930085439,559.5465191083333,429.597017553649,"MacLachlan, Robert",Wind-Tunnel Investigation at Low Speeds of the Pitching Derivatives of Untapered Swept Wings,RM,aircraft wings wing aspect ratio wing sweep aircraft stability,65.0 65.0 54.0 54.0,1.2.2.2.2 1.2.2.2.3 1.8.1.2.1 1.8.1.2.3
metadc57736,19930084269,940.2123578318054,173.8542015417053,"Miller, Riley O.",Flame propagation limits of propane and n-pentane in oxides of nitrogen,TN,aircraft fuel flame propagation,97.0 103.0 103.0 106.0,3.4.3.3 3.5.1.6 3.5.2.5 7.9
metadc57737,19930085440,946.5623061489405,407.6532686332638,"Cook, William P.","Performance investigation of can-type combustor 1: instrumentation, altitude operational limits and combustion efficiency",RM,aircraft combustors turbojet engines aircraft power,103.0,3.5.2.2
metadc57738,19930085442,526.4356800635842,433.0199616951945,"Turner, Thomas R.",Preliminary Investigation of Various Ailerons on a 42 Degree Sweptback Wing for Lateral Control at Transonic Speeds,RM,sweptback wings ailerons,64.0 64.0 64.0 41.0,1.2.1.5.1 1.2.1.5.2 1.2.1.8 1.8.2.2
metadc57739,19930084271,579.0688471781605,144.523544913255,"Harder, Keith C.",On boattail bodies revolution having minimum wave drag,TN,boattail bodies of revolution wave drag,57.0 57.0 67.0 67.0 68.0 68.0,1.1.2.3 1.1.2.3 1.3.1 1.3.1 1.3.2 1.3.2
metadc57740,19930085443,535.5156416930946,428.5375186428525,"Stephenson, Jack D.",Tests of a triangular wing of aspect ratio 2 in the Ames 12-foot pressure wind tunnel 2: the effectiveness and hinge moments of a constant-chord plain flap,RM,aircraft wings aerodynamics airfoils,65.0 65.0 65.0 65.0 65.0 51.0 40.0 54.0 41.0,1.2.2.2.1 1.2.2.3.1 1.2.2.4.1 1.2.2.5 1.2.2.6 1.7.1.1.1 1.7.2.1.1 1.8.1.1.1 1.8.2.1
metadc57741,19930084272,288.2229193032377,177.78155088953042,"Walls, James H.","An experimental study of orifice coefficients, internal strut pressures, and loads on a small oleo-pneumatic shock strut",TN,aircraft orifices aircraft struts,32.0,4.1.2.1.1
metadc57742,19930085444,741.7070227479775,406.13949250884565,"Gray, W. H.",Wind-Tunnel Tests of a Swept-Blade Propeller and Related Straight Blades Having Thickness Ratios of 5 and 6 Percent,RM,aircraft propellers aerodynamics sweptback blades,81.0 79.0,1.5.2 1.5.3
metadc57743,19930084273,156.44321812558024,141.84829369702905,"Dreher, Robert C.",A method for obtaining statistical data on airplane vertical velocity at ground contact from measurements of center-of-gravity acceleration,TN,aircraft landings vertical velocities,32.0 11.0 8.0,4.1.2.1.1 9.1 9.2.4
metadc57744,19930085445,397.05588616276924,394.9041831730259,"Matthews, Clarence W.",Investigation of Flow Conditions and the Nature of the Wall-Constriction Effect Near and at Choking by Means of the Hydraulic Analogy,RM,choking fluid mechanics hydraulic analogy,57.0 64.0 8.0,1.1.2.2 1.2.1.8 9.2
metadc57745,19930085446,836.8147688111618,413.3381981680671,"Huddleston, S. C.",Performance of several air ejectors with conical mixing sections and small secondary flow rates,RM,aircraft cooling aircraft ejectors,80.0 101.0,1.4.2.2 3.10.2
metadc57746,19930084274,246.16154329027822,145.85375140689325,"Anderson, Roger A.",Correlation of Crippling Strength of Plate Structures With Material Properties,TN,material properties crippling-strength analysis plate structures,28.0 28.0 28.0 26.0,4.3.3.1.1 4.3.3.1.2 4.3.7.2 5.2.2
metadc57747,19930084275,375.3946494385717,143.2860702937522,"Seaberg, Ernest C.",Theoretical Investigation of a Proportional-Plus-Flicker Automatic Pilot,TN,autopilot systems aircraft control,54.0 54.0 41.0 47.0 8.0,1.8.1.2 1.8.1.2.1 1.8.2.6 1.8.7 9.2.7
metadc57748,19930084276,358.6174296948201,145.04819091909567,"Aiken, William S., Jr.",Analysis of the Horizontal-Tail Loads Measured in Flight on a Multiengine Jet Bomber,TN,horizontal-tail loads jet bombers,65.0 51.0 32.0 8.0,1.2.2.6 1.7.1.2 4.1.1.2.2 9.2
metadc57749,19930084277,405.8219596881827,154.66151414717768,"Bowman, James S., Jr.",Free-Spinning-Tunnel Investigation of Gyroscopic Effects of Jet-Engine Rotating Parts (or of Rotating Propellers) on Spin and Spin Recovery,TN,gyroscopic effects jet-engine rotating parts,43.0 46.0,1.8.3 1.8.6
metadc57750,19930084278,606.1020379246983,145.3188745942256,"Love, Eugene S.",Pressure rise associated with shock-induced boundary-layer separation,TN,boundary layer separation aerodynamics,57.0 58.0 58.0 64.0 84.0,1.1.2.3 1.1.3.1 1.1.3.2 1.2.1.6.2 1.4.7
metadc57752,19930085448,544.0439260443476,414.0586788913691,"Habel, Louis W.",Experimental data concerning the effect of high heat-input rates on the pressure drop through radiator tubes,RM,Inconel tubes pressure distributions,59.0,1.1.4.3
metadc57753,19930085449,477.8216097453241,404.4822893024981,"Maggin, Bernard",Experimental determination of the lateral stability of a glider towed by a single towline and correlation with an approximate theory,RM,aircraft stability aircraft towlines,54.0,1.8.1.2.2
metadc57754,19930084279,584.6740804919292,142.4444847920279,"Jaquet, Byron M.","Wind-tunnel investigation at low speed of effect of size and position of closed air ducts on static longitudinal and static lateral stability characteristics of unswept-midwing models having wings of aspect ratio 2, 4, and 6",TN,aircraft stability air ducts,65.0 68.0 68.0 80.0 51.0 54.0 54.0 54.0,1.2.2.2.2 1.3.2.2 1.3.2.5 1.4.2 1.7.1.1.3 1.8.1.1.1 1.8.1.1.2 1.8.1.1.3
